file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	2A_region	0.358974358974359	1.46531367183541	0.777777777777778	5.08635265700483	248.5	84.5	0.00144456482484652	0.0173409901992356	0.00312989045383412	0.0601935225681045	0.25036163120993	0.345679012345679	0.351713101530958
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	2B_region	0.372258738825328	3.0315562746495	0.75302450772064	5.93397370854763	364.750825323044	130.249174676956	0.00102058367790021	0.0232750517012361	0.00206449020931953	0.0455586280931533	0.378182927986893	*	0.379920779844618
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	2C_region	0	9.30739358227809	0	11.9948007192734	757.57006897764	247.42993102236	0	0.0376162800669293	0	0.0484775656272137	0.42304094069665	*	0.42304094069665
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	3A_region	0	3.79359260057796	0	8.46387596184836	212.986401557906	72.0135984420944	0	0.0526788368120274	0	0.117531634926619	0.344018656673157	*	0.378420522340472
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	3B_region	0	0.394194352557649	0	0.731051344743276	61.8333333333333	19.1666666666667	0	0.020566661872573	0	0.0381418092909536	0.393230552184647	*	0.393230552184647
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	3C_region	0	0.822516372160851	0	3.52971674340551	427.333333333334	142.666666666667	0	0.00576530167402466	0	0.0247410052107863	0.205625857572648	*	0.205625857572648
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	3D_region	0	0.72509909692965	0	10.11915744904	1059.16666666666	344.833333333333	0	0.00210275233522373	0	0.0293450675177575	0.0659090924649755	*	0.362500008557365
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	L_region	0	0.128764054347231	0	13.9308814204185	384	132	0	0.000975485260206298	0	0.105536980457716	0.00919160021973171	*	0.128682403076244
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	VP0_region	0.161593729198568	3.48608298241591	0.911364633611233	20.6598824077314	811.166666666666	292.833333333334	0.000199211500963923	0.0119046658477493	0.00112352327957004	0.0705516758374434	0.151896156152288	0.161558276427792	0.174197473561356
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	VP1_region	0	1.88205897736412	0	11.9204650311175	617.199703607316	219.800296392684	0	0.00856258616686179	0	0.0542331617689042	0.144746102367794	*	0.209077703420147
temp_vcf4_AJ34_6_2_SI_MKV1_WG_A.vcf	VP3_region	0	0.687913953783108	0	15.6218329515058	492	177	0	0.00388651951289891	0	0.0882589432288465	0.0425976309790079	*	0.170390523916032
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	2A_region	0.439607548036531	2.50606552911906	0.673903878583474	4.18828384262555	248.5	84.5	0.00176904445889952	0.0296575802262611	0.00271188683534597	0.0495654892618409	0.420719990687692	0.439514882027249	0.417587508797765
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	2B_region	0.405180592373868	2.54640053319898	0.718171068190776	6.3400672301999	364.73848768774	130.26151231226	0.00111087972904233	0.0195483722551509	0.0019690027031247	0.0486718380407071	0.327944084512943	*	0.306166513059541
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	2C_region	0	8.91295353732687	0	12.0269640062607	757.463826479711	247.536173520289	0	0.0360066709062073	0	0.048586692745636	0.405118069491329	*	0.405118069491329
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	3A_region	0	3.8412183814741	0	8.49043751482679	213.03845597448	71.9615440255197	0	0.0533787654710673	0	0.117985760725421	0.349186599500762	*	0.349186599500762
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	3B_region	0	0.400337705916825	0	0.72324887562898	61.8333333333333	19.1666666666667	0	0.02088718465653	0	0.0377347239458598	0.400319879060792	*	0.400319879060792
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	3C_region	0	1.25295280823217	0	3.21033895611906	427.333333333334	142.666666666667	0	0.00878237949695444	0	0.0225023758606476	0.313230198572779	*	0.313230198572779
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	3D_region	0	3.0086151753921	0	8.42326429039541	1059.16666666666	344.833333333333	0	0.00872483859466051	0	0.0244270593244913	0.273493408498521	*	0.376053436685467
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	L_region	0	6.48054700166702	0	6.21300626576615	383.584201723916	132.415798276084	0	0.0489408898789798	0	0.0469204305426772	0.462842905023855	*	0.462842905023855
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	VP0_region	0.186978186149421	5.04576060467505	0.89561921137989	19.0228859146092	811.166666666666	292.833333333334	0.000230505263385355	0.0172308273352591	0.00110411244468448	0.0649614772268952	0.218018559451773	0.186970879174308	0.229339752166738
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	VP1_region	0	4.6255850177076	0	9.90757838592806	617.238940369614	219.761059630386	0	0.0210482467889776	0	0.0450834119683966	0.355801586996112	*	0.355801586996112
temp_vcf4_AJ34_6_2_SI_MKV1_WG_B.vcf	VP3_region	0	6.21136671763788	0	10.8161768018821	492.099473645193	176.900526354808	0	0.0351122003174812	0	0.0611427055914363	0.388180590644397	*	0.388180590644397
