file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	2A_region	0	0	1	6	248.5	84.5	0	0	0.00402414486921529	0.0710059171597633	0	*	*
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	2B_region	0.353985230885856	5.70878058086898	0.77037950404165	7.42889181080115	364.756726215494	130.243273784506	0.000970469371623667	0.0438316729531417	0.00211203645792818	0.0570385832215229	0.378900037286854	*	0.3824660457759
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	2C_region	0	10.4178439322331	0	10.7529338642879	757.934121110387	247.065878889613	0	0.0421662593760579	0	0.0435225370359307	0.434069281880321	*	0.434069281880321
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	3A_region	0	2.57977238019723	0	6.74647584802575	211.749257709619	73.2507422903806	0	0.0352183786748603	0	0.092101126037486	0.286636794151792	*	0.429955191227688
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	3B_region	0	0	0	0	61.8333333333333	19.1666666666667	0	0	0	0	*	*	*
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	3C_region	0	0.47065736554356	0	3.62114510382111	427.333333333334	142.666666666667	0	0.00329900022577262	0	0.0253818582043536	0.117661931910086	*	0.470647727640346
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	3D_region	0	0	0	5	1059.16666666666	344.833333333333	0	0	0	0.0144997583373611	0	*	*
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	L_region	0	0.635645561298879	0	15.5924505173189	384	132	0	0.00481549667650666	0	0.118124625131204	0.0397067476836991	*	0.317653981469593
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	VP0_region	0	0.562551513481592	1	22.331845560217	811.166666666666	292.833333333334	0	0.00192106379105837	0.00123279227450175	0.0762612825050097	0.0234018910965657	*	0.280822693158789
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	VP1_region	0.379122842084387	5.81830850864877	0.25415330186166	7.45590088683541	617.113988257344	219.886011742656	0.000614348158198429	0.0264605668297729	0.000411841745119663	0.0339080272898917	0.387321596599546	0.379118802028952	0.387868449570918
temp_vcf4_AJ34_3_2_SI_MKV1_WG_A.vcf	VP3_region	0	2.84805493273661	0	9.17089262267125	492.07879260405	176.92120739595	0	0.0160978718982098	0	0.0518360277869163	0.258590975189871	*	0.284450072708858
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	2A_region	0.499688626499942	2.9749092784773	0.519039735099338	3.19553816645831	248.5	84.5	0.00201081942253498	0.0352060269642283	0.00208869108691887	0.0378170197214001	0.495948783650192	0.499274976974694	0.495394418096109
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	2B_region	0.477633012785676	5.88410529762536	0.605643845166606	6.74778894519516	364.702035796421	130.297964203579	0.00130965271894532	0.0451588429150893	0.00166065386458298	0.0517873704814936	0.39759777975066	*	0.386156693445858
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	2C_region	0	10.6512001379542	0	11.025133694175	757.907103079347	247.092896920652	0	0.0431060555390005	0	0.0446193874108631	0.443792277217225	*	0.443792277217225
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	3A_region	0	3.67102712461372	0	3.54785989705307	212.195536624268	72.8044633757324	0	0.0504231053207291	0	0.0487313515208969	0.407882241042727	*	0.407882241042727
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	3B_region	0	0	0	0	61.8333333333333	19.1666666666667	0	0	0	0	*	*	*
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	3C_region	0	1.40746716120862	0	1.8182903729697	427.333333333334	142.666666666667	0	0.00986542402716324	0	0.0127450259787596	0.351859360440775	*	0.351859360440775
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	3D_region	0	0.822130056290483	0	4.12677924961383	1059.16666666666	344.833333333333	0	0.00238413742761861	0	0.0119674603662074	0.164422750760727	*	0.411056876901819
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	L_region	0	6.91727251304706	0	9.77012085711517	383.773114297471	132.226885702529	0	0.0523136612973617	0	0.0738890642792195	0.432306055248393	*	0.432306055248393
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	VP0_region	0.399377546048807	8.06388345403114	0.724338018960445	16.9096122073586	811.166666666666	292.833333333334	0.000492349553378436	0.0275374506113755	0.000892958313902336	0.0577448339465858	0.352466414590927	0.399344906497807	0.383802335413545
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	VP1_region	0.280482427708645	6.57899593841198	0.16869898102798	8.19324342499777	617.175968910946	219.824031089054	0.000454461031921864	0.0299284655359028	0.000273340164759917	0.0372718277633557	0.428704607144327	0.280479269656202	0.438586296310202
temp_vcf4_AJ34_3_2_SI_MKV1_WG_B.vcf	VP3_region	0	5.10275453779349	0	6.11334195089517	492.173259181704	176.826740818297	0	0.0288573691636208	0	0.034572496911975	0.463154440543676	*	0.463154440543676
